id,REPORTER_NAME,Reporter_family,REPORTER_CITY,REPORTER_STATE,REPORTER_COUNTY,BUYER_NAME,BUYER_CITY,BUYER_COUNTY,NDC_NO,QUANTITY,TRANSACTION_DATE,CALC_BASE_WT_IN_GM,Product_Name,Ingredient_Name,Combined_Labeler_Name
91,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,TOPS MARKETS,Other city (only appeared once),ERIE,40603,1,Q3-2008,0.6054,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
92,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",Cities appeared 3 times,WAYNE,57664,4,Q3-2008,5.379,"OXYCODONE HCL 15MG TABLETS, 100 CT",OXYCODONE HYDROCHLORIDE,"Sun Pharmaceutical Industries, Inc."
93,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",Cities appeared Twice,STEUBEN,40603,1,Q3-2008,1.5135,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
94,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",Cities appeared Twice,STEUBEN,59011,1,Q3-2008,3.586,OXYCONTIN 40MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
95,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",Cities appeared Twice,ERIE,40603,1,Q3-2008,0.45405,HYDROCODONE BIT/ACETA 7.5MG/325MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
96,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",NEW YORK,NIAGARA,59105,2,Q3-2008,1.2108,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
97,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,TOPS MARKETS,Cities appeared 3 times,ONEIDA,59011,1,Q3-2008,1.793,OXYCONTIN 20MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
98,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,Other buyers (only appeared once),Other city (only appeared once),ONONDAGA,59132,1,Q3-2008,0.45405,HYDROCODONE BITARTRATE AND ACETA 7.5,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
99,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,Other buyers (only appeared once),Cities appeared Twice,CATTARAUGUS,59108,1,Q3-2008,3.027,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
100,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,Buyers appeared 3 times,Cities appeared Twice,ERIE,59103,1,Q3-2008,2.27025,Products appeared 3 times,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
101,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,Buyers appeared 3 times,Cities appeared Twice,ERIE,40603,1,Q3-2008,3.027,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
102,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,Other buyers (only appeared once),Cities appeared Twice,ALLEGANY,Codes appeared Twice,3,Q3-2008,2.6895,OXYCODONE HCI 10MG TABLETS USP,OXYCODONE HYDROCHLORIDE,Zydus Pharmaceuticals (USA) Inc.
103,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,Buyers appeared 3 times,Cities appeared Twice,CHEMUNG,60951,2,Q3-2008,4.4825,Products appeared 3 times,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
104,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"RITE AID OF NEW YORK, INC.",BUFFALO,MADISON,40603,1,Q4-2008,0.45405,HYDROCODONE BIT/ACETA 7.5MG/325MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
105,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",Cities appeared 3 times,MONROE,40603,1,Q4-2008,0.6054,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
106,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",Cities appeared Twice,ONONDAGA,59011,1,Q4-2008,3.586,Products appeared 3 times,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
107,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",Other city (only appeared once),MONROE,40603,1,Q4-2008,2.27025,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
108,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",Other city (only appeared once),MONROE,40603,1,Q4-2008,2.27025,HYDROCODONE BIT/ACETA 7.5MG/500MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
109,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,TARGET STORES A DIV.OF TARGET CORP.,Cities appeared 3 times,MONROE,40603,1,Q4-2008,0.3027,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
110,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,Other buyers (only appeared once),HUNTINGTON STATION,BROOME,40603,1,Q4-2008,1.5135,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
111,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,Other buyers (only appeared once),Cities appeared 3 times,ONEIDA,40605,2,Q4-2008,0.8965,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,SpecGx LLC
112,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,Other buyers (only appeared once),Cities appeared Twice,ERIE,10702,1,Q4-2008,1.793,OXYCODONE HCI  20 MG TABLETS USP,OXYCODONE HYDROCHLORIDE,"KVK-Tech, Inc."
113,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,BUFFALO,JEFFERSON,59103,2,Q4-2008,0.3027,HYDROCODONE BITARTARATE.2.5MG & ACET,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
114,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,Other buyers (only appeared once),Other city (only appeared once),CHEMUNG,60338,1,Q4-2008,0.45405,Products appeared 3 times,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
115,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",Other city (only appeared once),ONONDAGA,40685,3,Q4-2008,4.03425,OXYCODONE HYDROCHLORIDE 15MG TABLETS,OXYCODONE HYDROCHLORIDE,SpecGx LLC
116,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",BINGHAMTON,ONONDAGA,57664,3,Q4-2008,1.34475,Products appeared 3 times,OXYCODONE HYDROCHLORIDE,"Sun Pharmaceutical Industries, Inc."
117,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",BUFFALO,MADISON,40685,3,Q4-2008,4.03425,OXYCODONE HYDROCHLORIDE 15MG TABLETS,OXYCODONE HYDROCHLORIDE,SpecGx LLC
118,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",Cities appeared Twice,OSWEGO,40603,1,Q4-2008,0.3027,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
119,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",Cities appeared Twice,ONONDAGA,60951,2,Q4-2008,1.793,ENDOCET TABS - 10MG OXYCODONE.HCL &,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
120,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",Cities appeared 3 times,OSWEGO,40685,4,Q4-2008,5.379,OXYCODONE HYDROCHLORIDE 15MG TABLETS,OXYCODONE HYDROCHLORIDE,SpecGx LLC
121,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",ELMIRA,OSWEGO,40605,8,Q4-2008,3.586,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
122,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,Other buyers (only appeared once),NEW YORK,NIAGARA,59105,1,Q4-2008,3.027,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
123,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"RITE AID OF NEW YORK, INC.",Cities appeared Twice,NIAGARA,40603,6,Q4-2008,3.6324,HYDROCODONE BIT/ACETA 10MG/500MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
124,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,Cities appeared 3 times,TOMPKINS,59011,2,Q4-2008,3.586,OXYCONTIN 20MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
125,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,Cities appeared Twice,NIAGARA,59011,1,Q4-2008,1.793,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
126,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,Other city (only appeared once),MONROE,40603,1,Q1-2009,0.3027,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
127,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,ELMIRA,OSWEGO,40605,6,Q1-2009,2.6895,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,SpecGx LLC
128,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,Cities appeared Twice,ONONDAGA,59011,1,Q1-2009,5.379,Products appeared 3 times,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
129,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,Cities appeared Twice,TOMPKINS,59011,1,Q1-2009,5.379,Products appeared 3 times,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
130,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,Other city (only appeared once),BROOME,40605,3,Q1-2009,1.34475,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
131,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"RITE AID OF NEW YORK, INC.",Cities appeared 3 times,TOMPKINS,40605,6,Q1-2009,4.03425,OXYCODONE HCI  20 MG TABLETS USP,OXYCODONE HYDROCHLORIDE,SpecGx LLC
132,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,Buyers appeared 3 times,Cities appeared Twice,CAYUGA,Other codes (only appeared once),1,Q1-2009,0.8965,OXYCODONE HCI 10MG TABLETS USP,OXYCODONE HYDROCHLORIDE,Ethex Corporation
133,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,Other buyers (only appeared once),STATEN ISLAND,ERIE,59103,2,Q1-2009,0.9081,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
134,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,TOPS MARKETS,Other city (only appeared once),ERIE,60951,1,Q1-2009,0.8965,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
135,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",Other city (only appeared once),ONONDAGA,57664,1,Q1-2009,2.6895,"OXYCODONE HCL 30MG TABLETS, 100 CT",OXYCODONE HYDROCHLORIDE,"Sun Pharmaceutical Industries, Inc."
136,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",Cities appeared 3 times,LIVINGSTON,40603,1,Q1-2009,0.6054,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
137,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,Buyers appeared 3 times,Other city (only appeared once),MONROE,59011,6,Q1-2009,10.758,OXYCONTIN 20MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
138,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",STATEN ISLAND,ERIE,40603,1,Q2-2009,0.3027,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
139,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",Other city (only appeared once),CHEMUNG,40605,8,Q2-2009,3.586,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
140,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,Other buyers (only appeared once),Other city (only appeared once),CHAUTAUQUA,40603,5,Q2-2009,1.5135,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
141,CVS PHARMACY INC,CVS,NORTH SMITHFIELD,RI,PROVIDENCE,"CVS ALBANY, L.L.C.",Other city (only appeared once),COLUMBIA,59103,10,Q2-2009,1.5135,HYDROCODONE BITARTARATE.2.5MG & ACET,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
142,ROCHESTER DRUG CO-OPERATIVE INC,Rochester Drug Co-Operative Inc,ROCHESTER,NY,MONROE,Other buyers (only appeared once),STATEN ISLAND,ERIE,60338,3,Q2-2009,1.8162,HYDROCODONE.BIT & ACETA  10MG & 500M,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
143,ROCHESTER DRUG CO-OPERATIVE INC,Rochester Drug Co-Operative Inc,ROCHESTER,NY,MONROE,Other buyers (only appeared once),Other city (only appeared once),ERIE,60338,2,Q2-2009,6.054,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
144,ROCHESTER DRUG CO-OPERATIVE INC,Rochester Drug Co-Operative Inc,ROCHESTER,NY,MONROE,Other buyers (only appeared once),LOCKPORT,NIAGARA,40603,6,Q2-2009,2.7243,HYDROCODONE BIT/ACETA 7.5MG/325MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
145,ROCHESTER DRUG CO-OPERATIVE INC,Rochester Drug Co-Operative Inc,ROCHESTER,NY,MONROE,Other buyers (only appeared once),Other city (only appeared once),MONROE,59011,4,Q2-2009,7.172,OXYCONTIN 20MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
146,ROCHESTER DRUG CO-OPERATIVE INC,Rochester Drug Co-Operative Inc,ROCHESTER,NY,MONROE,Other buyers (only appeared once),BROOKLYN,KINGS,Other codes (only appeared once),2,Q2-2009,0.6054,VICODIN HP TABLETS 10MG HYDROCODONE.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,AbbVie Inc.
147,ROCHESTER DRUG CO-OPERATIVE INC,Rochester Drug Co-Operative Inc,ROCHESTER,NY,MONROE,Other buyers (only appeared once),BROOKLYN,KINGS,60338,1,Q2-2009,0.6054,HYDROCODONE.BIT & ACETA  10MG & 500M,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
148,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,Other buyers (only appeared once),Cities appeared Twice,DUTCHESS,Codes appeared Twice,2,Q2-2009,1.2108,Products appeared Twice,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"UCB, Inc."
149,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,Buyers appeared 3 times,Cities appeared 3 times,ULSTER,60951,7,Q2-2009,6.2755,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
150,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,Other buyers (only appeared once),YONKERS,WESTCHESTER,Codes appeared 3 Times,2,Q2-2009,1.793,Products appeared 3 times,OXYCODONE HYDROCHLORIDE,"Endo Pharmaceuticals, Inc."
151,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,Other buyers (only appeared once),NORTH TONAWANDA,CLINTON,60951,4,Q3-2009,3.586,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
152,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"RITE AID OF NEW YORK, INC.",BRONX,BRONX,Codes appeared Twice,2,Q3-2009,14.344,Product only appeared once,OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
153,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"GENOVESE DRUG STORES, INC.",Cities appeared 3 times,SUFFOLK,40605,2,Q3-2009,1.793,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,OXYCODONE HYDROCHLORIDE,SpecGx LLC
154,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,PATHMARK STORES,BROOKLYN,SUFFOLK,59103,1,Q3-2009,0.3027,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
155,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,DRUG RITE PHARMACY INC,Other city (only appeared once),WESTCHESTER,Codes appeared Twice,1,Q3-2009,0.45405,VICODIN HP TABLETS 10MG HYDROCODONE.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,AbbVie Inc.
156,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"KPH HEALTHCARE SERVICES, INC.",NORTH TONAWANDA,CLINTON,60951,3,Q3-2009,2.6895,ENDOCET TABS - 10MG OXYCODONE.HCL &,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
157,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"KPH HEALTHCARE SERVICES, INC.",Other city (only appeared once),CLINTON,60338,3,Q3-2009,0.9081,HYDROCODONE BITARTRATE 5MG/ACETAMINO,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
158,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"KPH HEALTHCARE SERVICES, INC.",Other city (only appeared once),CLINTON,40605,1,Q3-2009,2.24125,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
159,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"KPH HEALTHCARE SERVICES, INC.",BUFFALO,ONEIDA,59011,1,Q4-2009,0.8965,OXYCONTIN 10MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
160,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,PATHMARK STORES,BRONX,BRONX,40603,2,Q4-2009,0.9081,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
161,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"GENOVESE DRUG STORES, INC.",BRONX,BRONX,59011,2,Q4-2009,1.793,OXYCONTIN 10MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
162,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"RITE AID OF NEW YORK, INC.",Other city (only appeared once),NASSAU,40603,1,Q4-2009,1.5135,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
163,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"RITE AID OF NEW YORK, INC.",Other city (only appeared once),NASSAU,Codes appeared 3 Times,1,Q4-2009,0.6054,VICODIN HP TABLETS 10MG HYDROCODONE.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,AbbVie Inc.
164,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,ECKERD CORPORATION,ALBANY,ALBANY,59103,1,Q4-2009,0.15135,HYDROCODONE BITARTARATE.2.5MG & ACET,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
165,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,ECKERD CORPORATION,Cities appeared 3 times,SCHENECTADY,40605,5,Q4-2009,2.24125,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
166,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"GENOVESE DRUG STORES, INC.",Other city (only appeared once),WESTCHESTER,60349,4,Q4-2009,1.793,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
167,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,Other buyers (only appeared once),TONAWANDA,NASSAU,Codes appeared Twice,1,Q4-2009,0.44825,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,"Allergan, Inc."
168,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,TARGET STORES A DIV.OF TARGET CORP.,ROCHESTER,SUFFOLK,40603,1,Q4-2009,0.6054,"HYDROCOD.BIT.& APAP,10MG/660MG/TAB",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
169,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,Buyers appeared Twice,ROCHESTER,SUFFOLK,40603,1,Q4-2009,0.3027,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
170,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,TARGET STORES A DIV.OF TARGET CORP.,Cities appeared Twice,DUTCHESS,60951,1,Q4-2009,0.44825,Products appeared 3 times,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
171,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,TARGET STORES A DIV.OF TARGET CORP.,NEW YORK,ORANGE,40603,1,Q1-2010,2.27025,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
172,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,Other buyers (only appeared once),BRONX,BRONX,60951,2,Q1-2010,0.8965,Products appeared 3 times,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
173,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"KPH HEALTHCARE SERVICES, INC.",LIVERPOOL,FRANKLIN,40605,5,Q1-2010,2.24125,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
174,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"KPH HEALTHCARE SERVICES, INC.",LIVERPOOL,FRANKLIN,10702,3,Q1-2010,2.6895,OXYCODONE HCI 10MG TABLETS USP,OXYCODONE HYDROCHLORIDE,"KVK-Tech, Inc."
175,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"KPH HEALTHCARE SERVICES, INC.",LIVERPOOL,FRANKLIN,40603,3,Q1-2010,0.9081,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
176,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,Other buyers (only appeared once),Other city (only appeared once),WESTCHESTER,22828,1,Q1-2010,1.34475,"OXYCODONE HCL 15MG TABLETS, 100 CT",OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
177,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"RITE AID OF NEW YORK, INC.",BUFFALO,PUTNAM,Codes appeared Twice,1,Q1-2010,0.44825,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,"Allergan, Inc."
178,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,Other buyers (only appeared once),NEW YORK,ORANGE,Codes appeared 3 Times,1,Q1-2010,2.24125,ROXICET - OXYCODONE.HCL & ACETA 5MG/,OXYCODONE HYDROCHLORIDE,West-Ward Pharmaceuticals Corp.
179,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,Other buyers (only appeared once),Other city (only appeared once),WESTCHESTER,40603,1,Q1-2010,1.5135,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
180,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,Other buyers (only appeared once),LIVERPOOL,SUFFOLK,40603,2,Q1-2010,1.2108,HYDROCODONE BIT/ACETA 10MG/500MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
